center_x,center_y,radius,gene,count
1720.5719696969695,278.02761797979804,120,MGF_360-9L,14
1720.5719696969695,278.02761797979804,120,MGF_360-2L,1
1720.5719696969695,278.02761797979804,120,MGF_505-7R,2
1720.5719696969695,278.02761797979804,120,MGF_110-9L,4
1720.5719696969695,278.02761797979804,120,EP402R,1
1720.5719696969695,278.02761797979804,120,S273R,0
1720.5719696969695,278.02761797979804,120,B646L,3
1720.5719696969695,278.02761797979804,180,RPST,3
1720.5719696969695,278.02761797979804,180,TMEM107,32
1720.5719696969695,278.02761797979804,180,MX1,110
1720.5719696969695,278.02761797979804,180,TNFAIP3,2
1720.5719696969695,278.02761797979804,180,COX1,29
1720.5719696969695,278.02761797979804,180,STAT1,15
1720.5719696969695,278.02761797979804,180,DDIT3,0
1720.5719696969695,278.02761797979804,180,PIK3R1,20
1720.5719696969695,278.02761797979804,180,DUSP1,1
1720.5719696969695,278.02761797979804,180,PYCARD,1
1720.5719696969695,278.02761797979804,180,CD1D,7
1720.5719696969695,278.02761797979804,180,IFNA,20
1720.5719696969695,278.02761797979804,180,IFNB,19
1720.5719696969695,278.02761797979804,180,IFNG,12
1720.5719696969695,278.02761797979804,180,CSF3,10
1720.5719696969695,278.02761797979804,180,TNFSF13B,2
1720.5719696969695,278.02761797979804,180,CCL2,10
1720.5719696969695,278.02761797979804,180,IL8,1
1720.5719696969695,278.02761797979804,180,IL10,0
1720.5719696969695,278.02761797979804,180,TNFSF10,1
1720.5719696969695,278.02761797979804,180,CXCL10,106
1720.5719696969695,278.02761797979804,180,PDL1,5
1720.5719696969695,278.02761797979804,180,CD279,0
1720.5719696969695,278.02761797979804,180,TNFA,0
1720.5719696969695,278.02761797979804,180,IL17A,0
1720.5719696969695,278.02761797979804,180,TGFB,12
1720.5719696969695,278.02761797979804,180,IL1B2,0
1720.5719696969695,278.02761797979804,180,B646L,1
1720.5719696969695,278.02761797979804,180,MGF_360-9L,6
1720.5719696969695,278.02761797979804,180,MGF_360-2L,0
1720.5719696969695,278.02761797979804,180,MGF_505-7R,2
1720.5719696969695,278.02761797979804,180,MGF_110-9L,4
1720.5719696969695,278.02761797979804,180,EP402R,0
1720.5719696969695,278.02761797979804,180,S273R,0
1720.5719696969695,278.02761797979804,180,B646L,1
1147.9545454545455,802.8333333333333,60,RPST,0
1147.9545454545455,802.8333333333333,60,TMEM107,12
1147.9545454545455,802.8333333333333,60,MX1,33
1147.9545454545455,802.8333333333333,60,TNFAIP3,0
1147.9545454545455,802.8333333333333,60,COX1,18
1147.9545454545455,802.8333333333333,60,STAT1,1
1147.9545454545455,802.8333333333333,60,DDIT3,0
1147.9545454545455,802.8333333333333,60,PIK3R1,3
1147.9545454545455,802.8333333333333,60,DUSP1,0
1147.9545454545455,802.8333333333333,60,PYCARD,0
1147.9545454545455,802.8333333333333,60,CD1D,1
1147.9545454545455,802.8333333333333,60,IFNA,10
1147.9545454545455,802.8333333333333,60,IFNB,47
1147.9545454545455,802.8333333333333,60,IFNG,12
1147.9545454545455,802.8333333333333,60,CSF3,2
1147.9545454545455,802.8333333333333,60,TNFSF13B,5
1147.9545454545455,802.8333333333333,60,CCL2,1
1147.9545454545455,802.8333333333333,60,IL8,1
1147.9545454545455,802.8333333333333,60,IL10,1
1147.9545454545455,802.8333333333333,60,TNFSF10,0
1147.9545454545455,802.8333333333333,60,CXCL10,20
1147.9545454545455,802.8333333333333,60,PDL1,1
1147.9545454545455,802.8333333333333,60,CD279,0
1147.9545454545455,802.8333333333333,60,TNFA,0
1147.9545454545455,802.8333333333333,60,IL17A,0
1147.9545454545455,802.8333333333333,60,TGFB,6
1147.9545454545455,802.8333333333333,60,IL1B2,0
1147.9545454545455,802.8333333333333,60,B646L,89
1147.9545454545455,802.8333333333333,60,MGF_360-9L,1
1147.9545454545455,802.8333333333333,60,MGF_360-2L,0
1147.9545454545455,802.8333333333333,60,MGF_505-7R,0
1147.9545454545455,802.8333333333333,60,MGF_110-9L,16
1147.9545454545455,802.8333333333333,60,EP402R,2
1147.9545454545455,802.8333333333333,60,S273R,0
1147.9545454545455,802.8333333333333,60,B646L,89
1147.9545454545455,802.8333333333333,120,RPST,3
1147.9545454545455,802.8333333333333,120,TMEM107,47
1147.9545454545455,802.8333333333333,120,MX1,74
1147.9545454545455,802.8333333333333,120,TNFAIP3,0
1147.9545454545455,802.8333333333333,120,COX1,27
1147.9545454545455,802.8333333333333,120,STAT1,12
1147.9545454545455,802.8333333333333,120,DDIT3,0
1147.9545454545455,802.8333333333333,120,PIK3R1,11
1147.9545454545455,802.8333333333333,120,DUSP1,6
1147.9545454545455,802.8333333333333,120,PYCARD,6
1147.9545454545455,802.8333333333333,120,CD1D,9
1147.9545454545455,802.8333333333333,120,IFNA,14
1147.9545454545455,802.8333333333333,120,IFNB,24
1147.9545454545455,802.8333333333333,120,IFNG,35
1147.9545454545455,802.8333333333333,120,CSF3,13
1147.9545454545455,802.8333333333333,120,TNFSF13B,4
1147.9545454545455,802.8333333333333,120,CCL2,10
1147.9545454545455,802.8333333333333,120,IL8,2
1147.9545454545455,802.8333333333333,120,IL10,0
1147.9545454545455,802.8333333333333,120,TNFSF10,0
1147.9545454545455,802.8333333333333,120,CXCL10,104
1147.9545454545455,802.8333333333333,120,PDL1,2
1147.9545454545455,802.8333333333333,120,CD279,0
1147.9545454545455,802.8333333333333,120,TNFA,0
1147.9545454545455,802.8333333333333,120,IL17A,2
1147.9545454545455,802.8333333333333,120,TGFB,11
1147.9545454545455,802.8333333333333,120,IL1B2,0
1147.9545454545455,802.8333333333333,120,B646L,26
1147.9545454545455,802.8333333333333,120,MGF_360-9L,37
1147.9545454545455,802.8333333333333,120,MGF_360-2L,1
1147.9545454545455,802.8333333333333,120,MGF_505-7R,1
1147.9545454545455,802.8333333333333,120,MGF_110-9L,20
1147.9545454545455,802.8333333333333,120,EP402R,0
1147.9545454545455,802.8333333333333,120,S273R,1
1147.9545454545455,802.8333333333333,120,B646L,26
1147.9545454545455,802.8333333333333,180,RPST,7
1147.9545454545455,802.8333333333333,180,TMEM107,58
1147.9545454545455,802.8333333333333,180,MX1,193
1147.9545454545455,802.8333333333333,180,TNFAIP3,1
1147.9545454545455,802.8333333333333,180,COX1,28
1147.9545454545455,802.8333333333333,180,STAT1,21
1147.9545454545455,802.8333333333333,180,DDIT3,0
1147.9545454545455,802.8333333333333,180,PIK3R1,20
1147.9545454545455,802.8333333333333,180,DUSP1,3
1147.9545454545455,802.8333333333333,180,PYCARD,2
1147.9545454545455,802.8333333333333,180,CD1D,7
1147.9545454545455,802.8333333333333,180,IFNA,40
1147.9545454545455,802.8333333333333,180,IFNB,63
1147.9545454545455,802.8333333333333,180,IFNG,59
1147.9545454545455,802.8333333333333,180,CSF3,25
1147.9545454545455,802.8333333333333,180,TNFSF13B,14
1147.9545454545455,802.8333333333333,180,CCL2,18
1147.9545454545455,802.8333333333333,180,IL8,2
1147.9545454545455,802.8333333333333,180,IL10,4
1147.9545454545455,802.8333333333333,180,TNFSF10,0
1147.9545454545455,802.8333333333333,180,CXCL10,191
1147.9545454545455,802.8333333333333,180,PDL1,11
1147.9545454545455,802.8333333333333,180,CD279,0
1147.9545454545455,802.8333333333333,180,TNFA,15
1147.9545454545455,802.8333333333333,180,IL17A,1
1147.9545454545455,802.8333333333333,180,TGFB,21
1147.9545454545455,802.8333333333333,180,IL1B2,2
1147.9545454545455,802.8333333333333,180,B646L,19
1147.9545454545455,802.8333333333333,180,MGF_360-9L,42
1147.9545454545455,802.8333333333333,180,MGF_360-2L,2
1147.9545454545455,802.8333333333333,180,MGF_505-7R,0
1147.9545454545455,802.8333333333333,180,MGF_110-9L,69
1147.9545454545455,802.8333333333333,180,EP402R,0
1147.9545454545455,802.8333333333333,180,S273R,0
1147.9545454545455,802.8333333333333,180,B646L,19
993.1223727272727,1792.709194343434,60,RPST,0
993.1223727272727,1792.709194343434,60,TMEM107,4
993.1223727272727,1792.709194343434,60,MX1,17
993.1223727272727,1792.709194343434,60,TNFAIP3,0
993.1223727272727,1792.709194343434,60,COX1,3
993.1223727272727,1792.709194343434,60,STAT1,0
993.1223727272727,1792.709194343434,60,DDIT3,0
993.1223727272727,1792.709194343434,60,PIK3R1,2
993.1223727272727,1792.709194343434,60,DUSP1,0
993.1223727272727,1792.709194343434,60,PYCARD,0
993.1223727272727,1792.709194343434,60,CD1D,0
993.1223727272727,1792.709194343434,60,IFNA,0
993.1223727272727,1792.709194343434,60,IFNB,26
993.1223727272727,1792.709194343434,60,IFNG,4
993.1223727272727,1792.709194343434,60,CSF3,1
993.1223727272727,1792.709194343434,60,TNFSF13B,0
993.1223727272727,1792.709194343434,60,CCL2,2
993.1223727272727,1792.709194343434,60,IL8,0
993.1223727272727,1792.709194343434,60,IL10,0
993.1223727272727,1792.709194343434,60,TNFSF10,0
993.1223727272727,1792.709194343434,60,CXCL10,8
993.1223727272727,1792.709194343434,60,PDL1,1
993.1223727272727,1792.709194343434,60,CD279,0
993.1223727272727,1792.709194343434,60,TNFA,0
993.1223727272727,1792.709194343434,60,IL17A,0
993.1223727272727,1792.709194343434,60,TGFB,1
993.1223727272727,1792.709194343434,60,IL1B2,0
993.1223727272727,1792.709194343434,60,B646L,35
993.1223727272727,1792.709194343434,60,MGF_360-9L,1
993.1223727272727,1792.709194343434,60,MGF_360-2L,0
993.1223727272727,1792.709194343434,60,MGF_505-7R,0
993.1223727272727,1792.709194343434,60,MGF_110-9L,11
993.1223727272727,1792.709194343434,60,EP402R,1
993.1223727272727,1792.709194343434,60,S273R,0
993.1223727272727,1792.709194343434,60,B646L,35
993.1223727272727,1792.709194343434,120,RPST,0
993.1223727272727,1792.709194343434,120,TMEM107,14
993.1223727272727,1792.709194343434,120,MX1,50
993.1223727272727,1792.709194343434,120,TNFAIP3,3
993.1223727272727,1792.709194343434,120,COX1,10
993.1223727272727,1792.709194343434,120,STAT1,6
993.1223727272727,1792.709194343434,120,DDIT3,0
993.1223727272727,1792.709194343434,120,PIK3R1,14
993.1223727272727,1792.709194343434,120,DUSP1,2
993.1223727272727,1792.709194343434,120,PYCARD,5
993.1223727272727,1792.709194343434,120,CD1D,1
993.1223727272727,1792.709194343434,120,IFNA,8
993.1223727272727,1792.709194343434,120,IFNB,15
993.1223727272727,1792.709194343434,120,IFNG,13
993.1223727272727,1792.709194343434,120,CSF3,5
993.1223727272727,1792.709194343434,120,TNFSF13B,0
993.1223727272727,1792.709194343434,120,CCL2,3
993.1223727272727,1792.709194343434,120,IL8,1
993.1223727272727,1792.709194343434,120,IL10,0
993.1223727272727,1792.709194343434,120,TNFSF10,2
993.1223727272727,1792.709194343434,120,CXCL10,43
993.1223727272727,1792.709194343434,120,PDL1,1
993.1223727272727,1792.709194343434,120,CD279,0
993.1223727272727,1792.709194343434,120,TNFA,2
993.1223727272727,1792.709194343434,120,IL17A,0
993.1223727272727,1792.709194343434,120,TGFB,6
993.1223727272727,1792.709194343434,120,IL1B2,0
993.1223727272727,1792.709194343434,120,B646L,1
993.1223727272727,1792.709194343434,120,MGF_360-9L,8
993.1223727272727,1792.709194343434,120,MGF_360-2L,0
993.1223727272727,1792.709194343434,120,MGF_505-7R,1
993.1223727272727,1792.709194343434,120,MGF_110-9L,6
993.1223727272727,1792.709194343434,120,EP402R,0
993.1223727272727,1792.709194343434,120,S273R,0
993.1223727272727,1792.709194343434,120,B646L,1
993.1223727272727,1792.709194343434,180,RPST,2
993.1223727272727,1792.709194343434,180,TMEM107,18
993.1223727272727,1792.709194343434,180,MX1,73
993.1223727272727,1792.709194343434,180,TNFAIP3,2
993.1223727272727,1792.709194343434,180,COX1,8
993.1223727272727,1792.709194343434,180,STAT1,5
993.1223727272727,1792.709194343434,180,DDIT3,0
993.1223727272727,1792.709194343434,180,PIK3R1,5
993.1223727272727,1792.709194343434,180,DUSP1,3
993.1223727272727,1792.709194343434,180,PYCARD,2
993.1223727272727,1792.709194343434,180,CD1D,3
993.1223727272727,1792.709194343434,180,IFNA,8
993.1223727272727,1792.709194343434,180,IFNB,12
993.1223727272727,1792.709194343434,180,IFNG,9
993.1223727272727,1792.709194343434,180,CSF3,5
993.1223727272727,1792.709194343434,180,TNFSF13B,1
993.1223727272727,1792.709194343434,180,CCL2,1
993.1223727272727,1792.709194343434,180,IL8,3
993.1223727272727,1792.709194343434,180,IL10,0
993.1223727272727,1792.709194343434,180,TNFSF10,0
993.1223727272727,1792.709194343434,180,CXCL10,55
993.1223727272727,1792.709194343434,180,PDL1,1
993.1223727272727,1792.709194343434,180,CD279,0
993.1223727272727,1792.709194343434,180,TNFA,0
993.1223727272727,1792.709194343434,180,IL17A,4
993.1223727272727,1792.709194343434,180,TGFB,9
993.1223727272727,1792.709194343434,180,IL1B2,0
993.1223727272727,1792.709194343434,180,B646L,7
993.1223727272727,1792.709194343434,180,MGF_360-9L,30
993.1223727272727,1792.709194343434,180,MGF_360-2L,0
993.1223727272727,1792.709194343434,180,MGF_505-7R,0
993.1223727272727,1792.709194343434,180,MGF_110-9L,15
993.1223727272727,1792.709194343434,180,EP402R,0
993.1223727272727,1792.709194343434,180,S273R,1
993.1223727272727,1792.709194343434,180,B646L,7
431.2060645454545,278.2469696969697,60,RPST,1
431.2060645454545,278.2469696969697,60,TMEM107,8
431.2060645454545,278.2469696969697,60,MX1,14
431.2060645454545,278.2469696969697,60,TNFAIP3,2
431.2060645454545,278.2469696969697,60,COX1,1
431.2060645454545,278.2469696969697,60,STAT1,4
431.2060645454545,278.2469696969697,60,DDIT3,0
431.2060645454545,278.2469696969697,60,PIK3R1,1
431.2060645454545,278.2469696969697,60,DUSP1,0
431.2060645454545,278.2469696969697,60,PYCARD,0
431.2060645454545,278.2469696969697,60,CD1D,0
431.2060645454545,278.2469696969697,60,IFNA,2
431.2060645454545,278.2469696969697,60,IFNB,59
431.2060645454545,278.2469696969697,60,IFNG,6
431.2060645454545,278.2469696969697,60,CSF3,1
431.2060645454545,278.2469696969697,60,TNFSF13B,1
431.2060645454545,278.2469696969697,60,CCL2,5
431.2060645454545,278.2469696969697,60,IL8,0
431.2060645454545,278.2469696969697,60,IL10,0
431.2060645454545,278.2469696969697,60,TNFSF10,0
431.2060645454545,278.2469696969697,60,CXCL10,20
431.2060645454545,278.2469696969697,60,PDL1,1
431.2060645454545,278.2469696969697,60,CD279,0
431.2060645454545,278.2469696969697,60,TNFA,0
431.2060645454545,278.2469696969697,60,IL17A,0
431.2060645454545,278.2469696969697,60,TGFB,1
431.2060645454545,278.2469696969697,60,IL1B2,0
431.2060645454545,278.2469696969697,60,B646L,66
431.2060645454545,278.2469696969697,60,MGF_360-9L,11
431.2060645454545,278.2469696969697,60,MGF_360-2L,0
431.2060645454545,278.2469696969697,60,MGF_505-7R,0
431.2060645454545,278.2469696969697,60,MGF_110-9L,30
431.2060645454545,278.2469696969697,60,EP402R,0
431.2060645454545,278.2469696969697,60,S273R,0
431.2060645454545,278.2469696969697,60,B646L,66
431.2060645454545,278.2469696969697,120,RPST,1
431.2060645454545,278.2469696969697,120,TMEM107,14
431.2060645454545,278.2469696969697,120,MX1,25
431.2060645454545,278.2469696969697,120,TNFAIP3,0
431.2060645454545,278.2469696969697,120,COX1,3
431.2060645454545,278.2469696969697,120,STAT1,1
431.2060645454545,278.2469696969697,120,DDIT3,0
431.2060645454545,278.2469696969697,120,PIK3R1,4
431.2060645454545,278.2469696969697,120,DUSP1,3
431.2060645454545,278.2469696969697,120,PYCARD,0
431.2060645454545,278.2469696969697,120,CD1D,3
431.2060645454545,278.2469696969697,120,IFNA,0
431.2060645454545,278.2469696969697,120,IFNB,27
431.2060645454545,278.2469696969697,120,IFNG,16
431.2060645454545,278.2469696969697,120,CSF3,7
431.2060645454545,278.2469696969697,120,TNFSF13B,0
431.2060645454545,278.2469696969697,120,CCL2,0
431.2060645454545,278.2469696969697,120,IL8,1
431.2060645454545,278.2469696969697,120,IL10,0
431.2060645454545,278.2469696969697,120,TNFSF10,1
431.2060645454545,278.2469696969697,120,CXCL10,24
431.2060645454545,278.2469696969697,120,PDL1,2
431.2060645454545,278.2469696969697,120,CD279,0
431.2060645454545,278.2469696969697,120,TNFA,1
431.2060645454545,278.2469696969697,120,IL17A,0
431.2060645454545,278.2469696969697,120,TGFB,8
431.2060645454545,278.2469696969697,120,IL1B2,3
431.2060645454545,278.2469696969697,120,B646L,22
431.2060645454545,278.2469696969697,120,MGF_360-9L,12
431.2060645454545,278.2469696969697,120,MGF_360-2L,1
431.2060645454545,278.2469696969697,120,MGF_505-7R,0
431.2060645454545,278.2469696969697,120,MGF_110-9L,29
431.2060645454545,278.2469696969697,120,EP402R,0
431.2060645454545,278.2469696969697,120,S273R,3
431.2060645454545,278.2469696969697,120,B646L,22
431.2060645454545,278.2469696969697,180,RPST,2
431.2060645454545,278.2469696969697,180,TMEM107,22
431.2060645454545,278.2469696969697,180,MX1,80
431.2060645454545,278.2469696969697,180,TNFAIP3,5
431.2060645454545,278.2469696969697,180,COX1,12
431.2060645454545,278.2469696969697,180,STAT1,5
431.2060645454545,278.2469696969697,180,DDIT3,0
431.2060645454545,278.2469696969697,180,PIK3R1,11
431.2060645454545,278.2469696969697,180,DUSP1,9
431.2060645454545,278.2469696969697,180,PYCARD,3
431.2060645454545,278.2469696969697,180,CD1D,6
431.2060645454545,278.2469696969697,180,IFNA,20
431.2060645454545,278.2469696969697,180,IFNB,78
431.2060645454545,278.2469696969697,180,IFNG,23
431.2060645454545,278.2469696969697,180,CSF3,14
431.2060645454545,278.2469696969697,180,TNFSF13B,20
431.2060645454545,278.2469696969697,180,CCL2,18
431.2060645454545,278.2469696969697,180,IL8,16
431.2060645454545,278.2469696969697,180,IL10,0
431.2060645454545,278.2469696969697,180,TNFSF10,0
431.2060645454545,278.2469696969697,180,CXCL10,65
431.2060645454545,278.2469696969697,180,PDL1,1
431.2060645454545,278.2469696969697,180,CD279,0
431.2060645454545,278.2469696969697,180,TNFA,0
431.2060645454545,278.2469696969697,180,IL17A,0
431.2060645454545,278.2469696969697,180,TGFB,18
431.2060645454545,278.2469696969697,180,IL1B2,0
431.2060645454545,278.2469696969697,180,B646L,7
431.2060645454545,278.2469696969697,180,MGF_360-9L,32
431.2060645454545,278.2469696969697,180,MGF_360-2L,1
431.2060645454545,278.2469696969697,180,MGF_505-7R,8
431.2060645454545,278.2469696969697,180,MGF_110-9L,45
431.2060645454545,278.2469696969697,180,EP402R,3
431.2060645454545,278.2469696969697,180,S273R,6
431.2060645454545,278.2469696969697,180,B646L,7
1139.5111066666664,1185.1176767676766,60,RPST,0
1139.5111066666664,1185.1176767676766,60,TMEM107,10
1139.5111066666664,1185.1176767676766,60,MX1,17
1139.5111066666664,1185.1176767676766,60,TNFAIP3,2
1139.5111066666664,1185.1176767676766,60,COX1,8
1139.5111066666664,1185.1176767676766,60,STAT1,1
1139.5111066666664,1185.1176767676766,60,DDIT3,0
1139.5111066666664,1185.1176767676766,60,PIK3R1,2
1139.5111066666664,1185.1176767676766,60,DUSP1,1
1139.5111066666664,1185.1176767676766,60,PYCARD,0
1139.5111066666664,1185.1176767676766,60,CD1D,0
1139.5111066666664,1185.1176767676766,60,IFNA,0
1139.5111066666664,1185.1176767676766,60,IFNB,67
1139.5111066666664,1185.1176767676766,60,IFNG,4
1139.5111066666664,1185.1176767676766,60,CSF3,3
1139.5111066666664,1185.1176767676766,60,TNFSF13B,2
1139.5111066666664,1185.1176767676766,60,CCL2,0
1139.5111066666664,1185.1176767676766,60,IL8,0
1139.5111066666664,1185.1176767676766,60,IL10,0
1139.5111066666664,1185.1176767676766,60,TNFSF10,1
1139.5111066666664,1185.1176767676766,60,CXCL10,6
1139.5111066666664,1185.1176767676766,60,PDL1,0
1139.5111066666664,1185.1176767676766,60,CD279,0
1139.5111066666664,1185.1176767676766,60,TNFA,0
1139.5111066666664,1185.1176767676766,60,IL17A,0
1139.5111066666664,1185.1176767676766,60,TGFB,2
1139.5111066666664,1185.1176767676766,60,IL1B2,0
1139.5111066666664,1185.1176767676766,60,B646L,59
1139.5111066666664,1185.1176767676766,60,MGF_360-9L,1
1139.5111066666664,1185.1176767676766,60,MGF_360-2L,0
1139.5111066666664,1185.1176767676766,60,MGF_505-7R,0
1139.5111066666664,1185.1176767676766,60,MGF_110-9L,14
1139.5111066666664,1185.1176767676766,60,EP402R,0
1139.5111066666664,1185.1176767676766,60,S273R,0
1139.5111066666664,1185.1176767676766,60,B646L,59
1139.5111066666664,1185.1176767676766,120,RPST,0
1139.5111066666664,1185.1176767676766,120,TMEM107,17
1139.5111066666664,1185.1176767676766,120,MX1,19
1139.5111066666664,1185.1176767676766,120,TNFAIP3,2
1139.5111066666664,1185.1176767676766,120,COX1,14
1139.5111066666664,1185.1176767676766,120,STAT1,2
1139.5111066666664,1185.1176767676766,120,DDIT3,1
1139.5111066666664,1185.1176767676766,120,PIK3R1,9
1139.5111066666664,1185.1176767676766,120,DUSP1,4
1139.5111066666664,1185.1176767676766,120,PYCARD,0
1139.5111066666664,1185.1176767676766,120,CD1D,0
1139.5111066666664,1185.1176767676766,120,IFNA,4
1139.5111066666664,1185.1176767676766,120,IFNB,10
1139.5111066666664,1185.1176767676766,120,IFNG,17
1139.5111066666664,1185.1176767676766,120,CSF3,10
1139.5111066666664,1185.1176767676766,120,TNFSF13B,0
1139.5111066666664,1185.1176767676766,120,CCL2,0
1139.5111066666664,1185.1176767676766,120,IL8,2
1139.5111066666664,1185.1176767676766,120,IL10,0
1139.5111066666664,1185.1176767676766,120,TNFSF10,0
1139.5111066666664,1185.1176767676766,120,CXCL10,23
1139.5111066666664,1185.1176767676766,120,PDL1,6
1139.5111066666664,1185.1176767676766,120,CD279,0
1139.5111066666664,1185.1176767676766,120,TNFA,0
1139.5111066666664,1185.1176767676766,120,IL17A,0
1139.5111066666664,1185.1176767676766,120,TGFB,5
1139.5111066666664,1185.1176767676766,120,IL1B2,0
1139.5111066666664,1185.1176767676766,120,B646L,0
1139.5111066666664,1185.1176767676766,120,MGF_360-9L,2
1139.5111066666664,1185.1176767676766,120,MGF_360-2L,0
1139.5111066666664,1185.1176767676766,120,MGF_505-7R,2
1139.5111066666664,1185.1176767676766,120,MGF_110-9L,0
1139.5111066666664,1185.1176767676766,120,EP402R,0
1139.5111066666664,1185.1176767676766,120,S273R,0
1139.5111066666664,1185.1176767676766,120,B646L,0
1139.5111066666664,1185.1176767676766,180,RPST,1
1139.5111066666664,1185.1176767676766,180,TMEM107,16
1139.5111066666664,1185.1176767676766,180,MX1,47
1139.5111066666664,1185.1176767676766,180,TNFAIP3,2
1139.5111066666664,1185.1176767676766,180,COX1,24
1139.5111066666664,1185.1176767676766,180,STAT1,3
1139.5111066666664,1185.1176767676766,180,DDIT3,0
1139.5111066666664,1185.1176767676766,180,PIK3R1,2
1139.5111066666664,1185.1176767676766,180,DUSP1,0
1139.5111066666664,1185.1176767676766,180,PYCARD,1
1139.5111066666664,1185.1176767676766,180,CD1D,2
1139.5111066666664,1185.1176767676766,180,IFNA,6
1139.5111066666664,1185.1176767676766,180,IFNB,17
1139.5111066666664,1185.1176767676766,180,IFNG,27
1139.5111066666664,1185.1176767676766,180,CSF3,2
1139.5111066666664,1185.1176767676766,180,TNFSF13B,0
1139.5111066666664,1185.1176767676766,180,CCL2,1
1139.5111066666664,1185.1176767676766,180,IL8,6
1139.5111066666664,1185.1176767676766,180,IL10,0
1139.5111066666664,1185.1176767676766,180,TNFSF10,2
1139.5111066666664,1185.1176767676766,180,CXCL10,28
1139.5111066666664,1185.1176767676766,180,PDL1,7
1139.5111066666664,1185.1176767676766,180,CD279,0
1139.5111066666664,1185.1176767676766,180,TNFA,0
1139.5111066666664,1185.1176767676766,180,IL17A,0
1139.5111066666664,1185.1176767676766,180,TGFB,11
1139.5111066666664,1185.1176767676766,180,IL1B2,1
1139.5111066666664,1185.1176767676766,180,B646L,1
1139.5111066666664,1185.1176767676766,180,MGF_360-9L,3
1139.5111066666664,1185.1176767676766,180,MGF_360-2L,0
1139.5111066666664,1185.1176767676766,180,MGF_505-7R,0
1139.5111066666664,1185.1176767676766,180,MGF_110-9L,1
1139.5111066666664,1185.1176767676766,180,EP402R,2
1139.5111066666664,1185.1176767676766,180,S273R,0
1139.5111066666664,1185.1176767676766,180,B646L,1
