dim_1,dim_2,gene,0,1
229.0,1652.0,CD14,225.3859784283513,1637.3520801232667
230.0,518.0,CD14,223.67792792792793,504.97747747747746
230.0,1218.0,CD11c,222.546992481203,1215.6287593984962
230.0,1641.0,CD14,225.3859784283513,1637.3520801232667
231.0,515.0,CD14,223.67792792792793,504.97747747747746
231.0,541.0,CD14,227.51129032258063,555.1483870967742
231.0,626.0,CD14,229.09066666666666,618.208
231.0,792.0,CD14,236.38770685579198,797.7966903073286
231.0,1087.0,CD11c,227.82621648460776,1085.2989076464746
231.0,1226.0,CD11c,222.546992481203,1215.6287593984962
232.0,1199.0,CD11c,348.43971985992994,903.2766383191596
232.0,1221.0,CD11c,222.546992481203,1215.6287593984962
232.0,1578.0,CD11c,249.9405450041288,1586.44921552436
232.0,1582.0,CD14,249.9405450041288,1586.44921552436
233.0,1277.0,CD14,262.9556451612903,1263.3790322580646
233.0,1564.0,CD11c,249.9405450041288,1586.44921552436
234.0,1614.0,CD11c,243.26073131955485,1615.4419713831478
234.0,1918.0,CD11c,228.38987688098496,1935.749658002736
